52.489471	-1.898575	1
32.470978	-85.000763	1
34.738228	-86.601791	1
61.217381	-149.863129	1
60.792221	-161.755829 1
61.329319	-149.568054 1
39.497021	-119.717628	6
31.341928	-110.934105 2
32.881893	-111.768036 2
34.769321	-92.267174	1
32.679085	-115.498734	3
32.793877	-115.561516 2
38.846127	-104.800644 1
41.186390	-73.195557	1
41.394966	-73.454079	1
39.000000	-75.500000	1
38.900497	-77.007507	1
25.761681	-80.191788	1
30.332184	-81.655647	1
33.753746	-84.386330	1
50.702221	-119.272224	2
43.491650	-112.033966	1
41.739685	-87.554420	2
40.116421	-88.243385	1
39.791000	-86.148003	1
41.619549	-93.598022	1
39.056198	-95.695312	1
42.194576	-122.709480	1
30.212942	-93.218910	2
29.951065	-90.071533	2
45.367584	-68.972168	1
37.5754		-75.7858	1
42.361145	-71.057083	1
42.279594	-83.732124	2
43.998926	-86.349439	2
43.016193	-83.705521	1
46.786671	-92.100487	1
34.823986	-89.993706	2
38.951561	-92.328636	1
46.595806	-112.027031	1
41.257160	-95.995102	1
40.832420	-115.763123	1
42.934307	-72.283859	1
39.925945	-75.119621	1
35.106766	-106.629181	1
40.785091	-73.968285	1
40.792240	-73.138260	1
35.227085	-80.843124	1
47.263084	-101.778000	1
40.798946	-81.378448	1
34.603565	-98.395927	1
44.636513	-123.105927	1
39.952583	-75.165222	3
40.440624	-79.995888	2
42.129223	-80.085060	1
34.195435	-79.762566	2
32.776566	-79.930923	1
44.080544	-103.231018	1
35.117500	-89.971107	2
35.045631	-85.309677	1
29.749907	-95.358421	2
30.266666	-97.733330	1
40.233845	-111.658531	1
44.475883	-73.212074	1
37.541290	-77.434769	1
46.975372	-123.815720	1
38.349819	-81.632622	1
44.811348	-91.498497	1
42.849757	-109.738811	1
38.9833		-114.3000	4
37.733795	-122.446747	1
35.04275	-120.476	4
32.777813	-117.226456	2
38.544907	-121.740517	1
37.335480	-121.893028	1
34.420830	-119.698189	1
34.196411	-119.170898	1
37.30216	-120.48297	1
38.297539	-122.286865	1
36.677738	-121.655502	1
34.055595	-118.195473	2
32.679085	-115.498734	2
39.36378	-121.69358	1

